Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.45266, 13.4321]",Cafeteria J. Papenfuß,Restaurant,Gradestraße 36 Britz 12347 Berlin,"Mon, Fri: 07:30 - 14:30 Tue-Thu: 07:30 - 15:00",German,,Gradestraße 36,Britz,12347
"[52.46145, 13.43463]",Fu Long,Restaurant,Britzer Damm 18 Britz 12347 Berlin,Tue-Sun: 12:00 - 23:30,Asian,Chinese,Britzer Damm 18,Britz,12347
"[52.44969, 13.43636]",Chocolate & Cheese,Coffee/Tea,Britzer Damm 154 Britz 12347 Berlin,,,,Britzer Damm 154,Britz,12347
"[52.45297, 13.43819]",Britzer Bistro,Snacks/Fast food,Britzer Damm 112 Britz 12347 Berlin,Mon-Sun: 09:00 - 21:00,Hot Dogs,,Britzer Damm 112,Britz,12347
"[52.46293, 13.43453]",Der Berliner,Restaurant,Hermannstraße 138 Neukölln 12051 Berlin,"Mon-Wed: 16:00 - 12:00, 16:00 - 12:00 Thu-Sun: 12:00 - 12:00",Brewpub,German,Hermannstraße 138,Neukölln,12051
"[52.4555, 13.43773]",L.A Burger Lieferservice,Snacks/Fast food,Britzer Damm 81 Britz 12347 Berlin,,American,,Britzer Damm 81,Britz,12347
"[52.44622, 13.43708]",Ochsenstall Schloß Britz,Restaurant,AltBritz 81 Britz 12359 Berlin,,,,AltBritz 81,Britz,12359
"[52.45154, 13.43842]",Sushi Company Asia,Restaurant,Britzer Damm 125 Britz 12347 Berlin,,Asian,Japanese - Sushi,Britzer Damm 125,Britz,12347
"[52.45359, 13.43852]",Rialto Snack 3,Restaurant,Britzer Damm 105 Britz 12347 Berlin,Mon-Sun: 12:00 - 21:45,Pizza,Italian,Britzer Damm 105,Britz,12347
"[52.44576, 13.46142]",Reckes Britzer Wiesen,Restaurant,Parchimer Allee 3 Britz 12359 Berlin,,German,,Parchimer Allee 3,Britz,12359
"[52.46157, 13.44539]",Lumera,Restaurant,Buschkrugallee 30 Britz 12359 Berlin,"Mon-Thu, Sun: 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00 Fri, Sat: 14:00 - 04:00, 14:00 - 04:00, 14:00 - 04:00",German,Italian,Buschkrugallee 30,Britz,12359
"[52.461, 13.43604]",Oldies Bierhaus,Restaurant,Britzer Damm 21 Britz 12347 Berlin,Tue-Fri: 17:30 - 12:00 Sat: 17:30 - 23:59,German,,Britzer Damm 21,Britz,12347
"[52.45281, 13.43825]",Palm Lounge,Bar/Pub,Britzer Damm 114 Britz 12347 Berlin,,,,Britzer Damm 114,Britz,12347
"[52.46407, 13.43482]",Chez Gustave,Food & Drink,Glasower Straße 41 Neukölln 12051 Berlin,Mon-Sat: 09:00 - 22:00 Sun: 12:00 - 22:00,French,European,Glasower Straße 41,Neukölln,12051
"[52.44497, 13.45474]",China Restaurant Reuter Terrassen,Restaurant,Buschkrugallee 226 Britz 12359 Berlin,Mon-Sun: 12:00 - 22:00,Asian,Breakfast,Buschkrugallee 226,Britz,12359
"[52.46556, 13.43266]",Pho Phan,Restaurant,Hermannstraße 151 Neukölln 12051 Berlin,Mon-Sat: 11:30 - 23:30 Sun: 14:00 - 23:30,Asian,Vietnamese,Hermannstraße 151,Neukölln,12051
"[52.46524, 13.43285]",Mekan44,Going Out,Hermannstraße 149 Neukölln 12051 Berlin,,,,Hermannstraße 149,Neukölln,12051
"[52.468361, 13.449176]",Divan Ocakbasi,Restaurant,Lahnstraße 41 Neukölln 12055 Berlin,,,,Lahnstraße 41,Neukölln,12055
"[52.46493, 13.45485]",KFC,Restaurant,Grenzallee 37 Neukölln 12057 Berlin,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:59",Chicken,,Grenzallee 37,Neukölln,12057
"[52.46495, 13.45344]",Imbiss Senel Kizilbayrak,Restaurant,Grenzallee 49 Neukölln 12057 Berlin,,,,Grenzallee 49,Neukölln,12057
"[52.44316, 13.45727]",Pizza Max,Restaurant,Goldhähnchenweg 2 Buckow 12359 Berlin,"Mon-Thu: 11:00 - 23:00 Fri, Sat: 11:00 - 23:30 Sun: 11:00 - 18:00",Pizza,Burgers,Goldhähnchenweg 2,Buckow,12359
"[52.46633, 13.44838]",Hauptstadt-Curry,Snacks/Fast food,Naumburger Straße 33 Neukölln 12057 Berlin,,German,Hot Dogs,Naumburger Straße 33,Neukölln,12057
"[52.44205, 13.45759]",Curry Schmidt,Restaurant,Rudower Straße 13 Buckow 12351 Berlin,,German,,Rudower Straße 13,Buckow,12351
"[52.465206, 13.455132]",KFC Berlin Grenzallee,Restaurant,Grenzallee 37 Neukölln 12057 Berlin,Mon-Sun: 11:00 - 23:00,Chicken,,Grenzallee 37,Neukölln,12057
"[52.46824, 13.44592]",Balmi Lachsräucherei,Restaurant,Lahnstraße 56 Neukölln 12055 Berlin,Mon-Fri: 07:00 - 15:30,American,Barbecue,Lahnstraße 56,Neukölln,12055
"[52.44408, 13.44961]",Huy Long Sushi,Restaurant,FritzReuterAllee Britz 12359 Berlin,,Asian,Japanese - Sushi,FritzReuterAllee,Britz,12359
"[52.44205, 13.45759]",Gyros Express,Restaurant,Rudower Straße 13 Buckow 12351 Berlin,,Greek,,Rudower Straße 13,Buckow,12351
"[52.46652, 13.45736]",Marcello,Restaurant,Grenzallee 22 Neukölln 12057 Berlin,Mon-Thu: 12:00 - 21:30,Pizza,,Grenzallee 22,Neukölln,12057
"[52.44521, 13.45448]",Atila's Kebabhaus,Snacks/Fast food,Parchimer Allee 33 Britz 12359 Berlin,"Mon-Sun: 11:00 - 00:00, 12:00 - 23:00",Turkish,Middle Eastern,Parchimer Allee 33,Britz,12359
"[52.44176, 13.4568]",Ristorante Venezia,Restaurant,Rudower Straße 12 Buckow 12351 Berlin,Mon-Sun: 12:00 - 23:00,Pizza,Italian,Rudower Straße 12,Buckow,12351
"[52.45207, 13.42845]",Bsr-Betriebsrestaurant,Restaurant,Gradestraße Britz 12347 Berlin,Mon-Fri: 05:00 - 14:00,,,Gradestraße,Britz,12347
"[52.46783, 13.4442]",English Translations Learning English Robert Berridge Mathew,Restaurant,Lahnstraße 85 Neukölln 12055 Berlin,Wed-Sat: 12:00 - 18:00,,,Lahnstraße 85,Neukölln,12055
"[52.46592, 13.43267]",Chicken Grillhaus,Restaurant,Kranoldstraße Neukölln 12051 Berlin,,American,Barbecue,Kranoldstraße,Neukölln,12051
"[52.4639, 13.43845]",Maximilian,Snacks/Fast food,Juliusstraße 18 Neukölln 12051 Berlin,,German,Hot Dogs,Juliusstraße 18,Neukölln,12051
"[52.44318, 13.43447]",BURGER KING,Restaurant,Buckower Damm 11 Britz 12349 Berlin,"Mon-Thu: 08:00 - 01:00 Fri, Sat: 08:00 - 03:00 Sun: 10:00 - 01:00",,,Buckower Damm 11,Britz,12349
"[52.46732, 13.44226]",Pizzeria della Palme,Restaurant,KarlMarxStraße 243 Neukölln 12057 Berlin,,Italian,,KarlMarxStraße 243,Neukölln,12057
"[52.46864, 13.44493]",Hai la Roman,Snacks/Fast food,Lahnstraße Neukölln 12055 Berlin,,Hot Dogs,Chicken,Lahnstraße,Neukölln,12055
"[52.46753, 13.44222]",Lahn-Eck,Bar/Pub,KarlMarxStraße 241 Neukölln 12057 Berlin,Mon-Sat: 09:30 - 12:00 Sun: 09:30 - 16:00,,,KarlMarxStraße 241,Neukölln,12057
"[52.46521, 13.4339]",Cafe Wunderbar,Restaurant,Hertastraße 18 Neukölln 12051 Berlin,,,,Hertastraße 18,Neukölln,12051
"[52.44186, 13.45785]",Eisbar,Food & Drink,Rudower Straße 15 Buckow 12351 Berlin,Mon-Sun: 09:00 - 22:00,,,Rudower Straße 15,Buckow,12351
"[52.46524, 13.43285]",Duman,Going Out,Hermannstraße 149 Neukölln 12051 Berlin,,,,Hermannstraße 149,Neukölln,12051
"[52.45711, 13.42738]",Ristorante Pizzeria Forchetta&Company,Restaurant,Treseburger Ufer 54 Britz 12347 Berlin,Fri-Sun: 12:00 - 21:00,Pizza,Italian,Treseburger Ufer 54,Britz,12347
"[52.442, 13.45652]",Ali's Gemüse Kebap,Restaurant,Rudower Straße 4 Buckow 12351 Berlin,,Turkish,,Rudower Straße 4,Buckow,12351
"[52.4652, 13.43441]",La Cascina,Restaurant,Delbrückstraße 28 Neukölln 12051 Berlin,,Italian,,Delbrückstraße 28,Neukölln,12051
"[52.45221, 13.43188]",Ketchup 35,Snacks/Fast food,Gradestraße 35 Britz 12347 Berlin,Mon-Sat: 09:00 - 13:00 Sun: 11:00 - 23:59,German,,Gradestraße 35,Britz,12347
"[52.44454, 13.43378]",Steakhaus Barbecue,Restaurant,Britzer Damm 209 Britz 12347 Berlin,Mon-Sun: 11:30 - 00:00,Australian,Steak,Britzer Damm 209,Britz,12347
"[52.46466, 13.44294]",Sushi-Fabrik Berlin,Restaurant,KarlMarxStraße 270 Neukölln 12057 Berlin,Mon-Thu: 11:00 - 22:30 Fri: 15:00 - 23:30 Sat: 12:00 - 23:30 Sun: 12:00 - 22:30,Asian,Japanese - Sushi,KarlMarxStraße 270,Neukölln,12057
"[52.46521, 13.44239]",Mehana Balgaran,Restaurant,KarlMarxStraße 266 Neukölln 12057 Berlin,"Mon-Thu, Sun: 09:00 - 00:00 Fri, Sat: 09:00 - 03:00",Balkan,,KarlMarxStraße 266,Neukölln,12057
"[52.46779, 13.44179]",Antepli Haciogullari,Restaurant,KarlMarxStraße 240 Neukölln 12055 Berlin,,Middle Eastern,,KarlMarxStraße 240,Neukölln,12055
"[52.46566, 13.43212]",Asude,Restaurant,Hermannstraße 120 Neukölln 12051 Berlin,Mon-Sun: 09:00 - 01:00,Turkish,German,Hermannstraße 120,Neukölln,12051
"[52.46084, 13.46407]",Grand Palast Dügün Salonu,Restaurant,Nobelstraße 36 Neukölln 12057 Berlin,,,,Nobelstraße 36,Neukölln,12057
"[52.44236, 13.45719]",Goldhähnchen,Restaurant,Rudower Straße 7 Buckow 12351 Berlin,,Turkish,,Rudower Straße 7,Buckow,12351
"[52.44395, 13.43231]",La Familia,Snacks/Fast food,Mohriner Allee 10 Britz 12347 Berlin,,Pizza,Burgers,Mohriner Allee 10,Britz,12347
"[52.44395, 13.43231]",Kuem-Ja Restaurant,Restaurant,Mohriner Allee 10 Britz 12347 Berlin,Wed-Sun: 13:00 - 20:00,Asian,Korean,Mohriner Allee 10,Britz,12347
"[52.39287, 13.20285]",Cafe Marlies,Coffee/Tea,Kastanienweg 36 14532 Stahnsdorf,,,,Kastanienweg,36,14532
"[52.39272, 13.20148]",Fook Lam Mun,Restaurant,Alte Potsdamer Landstraße 43 14532 Stahnsdorf,Mon-Sun: 11:30 - 22:30,Asian,Chinese,Alte Potsdamer Landstraße,43,14532
"[52.387853, 13.190356]",Restaurant Tick-Tack,Restaurant,Bahnhofstraße 25 14532 Stahnsdorf,"Sat, Sun: 12:00 - 18:00",German,French,Bahnhofstraße,25,14532
"[52.38518, 13.19603]",Kaiserpagode,Restaurant,Potsdamer Allee 119 14532 Stahnsdorf,Mon-Sun: 11:30 - 23:30,Chinese,Chinese - Cantonese,Potsdamer Allee,119,14532
"[52.394477, 13.208188]",Griechisches Restaurant Korfu Stahnsdorf,Restaurant,Bäkepromenade 1 14532 Stahnsdorf,Mon-Sat: 11:30 - 23:30 Sun: 11:30 - 22:00,Greek,International,Bäkepromenade,1,14532
"[52.38588, 13.19847]",Taj Mahal,Restaurant,Potsdamer Allee 109 14532 Stahnsdorf,Mon-Sun: 11:00 - 23:00,Asian,Indian,Potsdamer Allee,109,14532
"[52.39281, 13.21045]",Restaurant Schleusengarten,Restaurant,Schleusenweg 4 14532 Stahnsdorf,Mon-Sat: 11:30 - 23:00 Sun: 11:30 - 22:00,International,German,Schleusenweg,4,14532
"[52.39665, 13.20738]",Bapu Restaurant,Restaurant,Stahnsdorfer Damm 19 14532 Kleinmachnow,,Asian,Indian,Stahnsdorfer Damm,19,14532
"[52.40423, 13.21472]",Meteora,Restaurant,AugustBebelPlatz 4 14532 Kleinmachnow,Tue-Sun: 12:00 - 00:00,Greek,International,AugustBebelPlatz,4,14532
"[52.39369, 13.21338]",Castagno,Restaurant,Wannseestraße 4 14532 Stahnsdorf,Mon-Sun: 11:30 - 23:30,Mediterranean,Pizza,Wannseestraße,4,14532
"[52.39212, 13.22144]",Eiscafe Castagno,Food & Drink,WilhelmKülzStraße 44 14532 Stahnsdorf,Mon-Sun: 09:00 - 21:00,Ice cream,Italian,WilhelmKülzStraße,44,14532
"[52.406669, 13.186924]",Ebay Kantine,Restaurant,Marktplatz 14532 Kleinmachnow,,,,,,
"[52.59663, 13.33302]",Aanjal,Restaurant,Oranienburger Straße 92 Wittenau 13437 Berlin,"Mon-Thu, Sun: 11:30 - 23:00 Fri, Sat: 11:30 - 23:45",Asian,Indian,Oranienburger Straße 92,Wittenau,13437
"[52.59681, 13.3535]",Orient Kitchen,Restaurant,Wilhelmsruher Damm 142D Märkisches Viertel 13439 Berlin,Mon-Fri: 09:00 - 20:00 Sat: 11:30 - 20:00,Middle Eastern,Brunch,Wilhelmsruher Damm 142D Märkisches,Viertel,13439
"[52.60316, 13.33457]",Relief,Restaurant,Eichhorster Weg 93 Wittenau 13435 Berlin,Mon-Sun: 08:00 - 21:00,German,,Eichhorster Weg 93,Wittenau,13435
"[52.60924, 13.3354]",Pizzeria Leonardo da Vinci Berlin,Restaurant,Titiseestraße 5 Waidmannslust 13469 Berlin,"Mon-Fri: 12:00 - 22:00 Sat, Sun: 15:00 - 22:00",Pizza,Italian,Titiseestraße 5,Waidmannslust,13469
"[52.60316, 13.33457]",Dalldorfer Wirtschaft,Bar/Pub,Eichhorster Weg 93 Wittenau 13435 Berlin,"Mon-Thu: 08:30 - 22:00 Fri, Sat: 08:30 - 00:00 Sun: 13:00 - 20:00",German,,Eichhorster Weg 93,Wittenau,13435
"[52.60924, 13.3354]",Papa Pizza,Restaurant,Titiseestraße 5 Waidmannslust 13469 Berlin,,Pizza,,Titiseestraße 5,Waidmannslust,13469
"[52.61099, 13.34395]",Die Schorfheider Warenhandelsgesellschaft,Food & Drink,AEGStraße 10 Lübars 13469 Berlin,,,,AEGStraße 10,Lübars,13469
"[52.59681, 13.3535]",Western Saloon,Restaurant,Wilhelmsruher Damm 142 Märkisches Viertel 13439 Berlin,"Mon-Sat: 19:00 - 01:00, 19:00 - 01:00",American,,Wilhelmsruher Damm 142 Märkisches,Viertel,13439
"[52.59678, 13.33298]",Da Massimo Trattoria,Restaurant,Oranienburger Straße 93 Wittenau 13437 Berlin,Mon-Sun: 11:30 - 22:45,Pizza,Italian,Oranienburger Straße 93,Wittenau,13437
"[52.59817, 13.35524]",Ristorante Montana,Restaurant,Senftenberger Ring 3 Märkisches Viertel 13439 Berlin,,Pizza,Italian,Senftenberger Ring 3 Märkisches,Viertel,13439
"[52.597373, 13.354745]",China Box,Restaurant,Wilhelmsruher Damm Märkisches Viertel 13439 Berlin,,,,Wilhelmsruher Damm Märkisches,Viertel,13439
"[52.59735, 13.34576]",Capitano,Restaurant,Eichhorster Weg 9 Märkisches Viertel 13435 Berlin,Tue-Sun: 15:00 - 23:00,Mediterranean,Pizza,Eichhorster Weg 9 Märkisches,Viertel,13435
"[52.5965, 13.33305]",Markische Bierstuben,Bar/Pub,Oranienburger Straße 91 Wittenau 13437 Berlin,Mon-Sat: 09:00 - 23:00 Sun: 10:00 - 23:00,,,Oranienburger Straße 91,Wittenau,13437
"[52.59585, 13.33527]",Pizza Fabrik Berlin,Restaurant,Wilhelmsruher Damm 236 Wittenau 13435 Berlin,,Pizza,Italian,Wilhelmsruher Damm 236,Wittenau,13435
"[52.59689, 13.35385]",Cafè Blixen,Restaurant,Wilhelmsruher Damm 140 Märkisches Viertel 13439 Berlin,Mon-Sat: 09:00 - 20:00 Sun: 10:00 - 18:00,International,,Wilhelmsruher Damm 140 Märkisches,Viertel,13439
"[52.597336, 13.35346]",Glaskasten,Restaurant,Märkisches Viertel 13435 Berlin,,,,Märkisches,Viertel,13435
"[52.59637, 13.34649]",Mv Pasta&Pizza,Restaurant,Wilhelmsruher Damm 168 Märkisches Viertel 13435 Berlin,,,,Wilhelmsruher Damm 168 Märkisches,Viertel,13435
"[52.597762, 13.355682]",Restaurant Kar Yee Cheung,Restaurant,Senftenberger Ring 3 Märkisches Viertel 13439 Berlin,,Asian,Chinese,Senftenberger Ring 3 Märkisches,Viertel,13439
"[52.59805, 13.35456]",Siggi's Imbiss,Restaurant,Senftenberger Ring 11 Märkisches Viertel 13439 Berlin,,German,,Senftenberger Ring 11 Märkisches,Viertel,13439
"[52.59906, 13.35561]",Fatih Serve,Restaurant,Senftenberger Ring 17 Märkisches Viertel 13439 Berlin,,Turkish,,Senftenberger Ring 17 Märkisches,Viertel,13439
"[52.59689, 13.35385]",Boboq Märkisches Centrum,Restaurant,Wilhelmsruher Damm 140 Märkisches Viertel 13439 Berlin,Mon-Sat: 10:00 - 20:00,,,Wilhelmsruher Damm 140 Märkisches,Viertel,13439
"[52.59724, 13.35454]",KFC,Restaurant,Wilhelmsruher Damm 138 Märkisches Viertel 13439 Berlin,Mon-Sat: 10:00 - 22:00 Sun: 11:00 - 22:00,Chicken,,Wilhelmsruher Damm 138 Märkisches,Viertel,13439
"[52.59591, 13.3357]",Ebruli Koeftehaus,Restaurant,Wilhelmsruher Damm 232 Wittenau 13435 Berlin,"Mon-Fri: 07:00 - 19:00 Sat, Sun: 08:00 - 19:00",American,Barbecue,Wilhelmsruher Damm 232,Wittenau,13435
"[52.59678, 13.33298]",The Vinh,Restaurant,Oranienburger Straße 93 Wittenau 13437 Berlin,"Mon-Fri: 11:00 - 22:30 Sat, Sun: 12:00 - 23:00",Asian,Vietnamese,Oranienburger Straße 93,Wittenau,13437
"[52.59588, 13.33602]",First Kebab,Restaurant,Wilhelmsruher Damm 230 Wittenau 13435 Berlin,"Mon, Wed, Fri: 07:00 - 23:00 Tue, Thu: 09:00 - 23:00 Sat, Sun: 10:00 - 20:00",Middle Eastern,,Wilhelmsruher Damm 230,Wittenau,13435
"[52.59774, 13.35459]",Pizza Express,Restaurant,Senftenberger Ring 7 Märkisches Viertel 13439 Berlin,,Pizza,,Senftenberger Ring 7 Märkisches,Viertel,13439
"[52.60924, 13.3354]",Pizzeria da Minno,Restaurant,Titiseestraße 5 Waidmannslust 13469 Berlin,,Pizza,,Titiseestraße 5,Waidmannslust,13469
"[52.60532, 13.35675]",Grill Time,Restaurant,Senftenberger Ring 46 Märkisches Viertel 13435 Berlin,,Middle Eastern,Pizza,Senftenberger Ring 46 Märkisches,Viertel,13435
"[52.59581, 13.33407]",Döner Time,Food & Drink,Wilhelmsruher Damm 242 Wittenau 13435 Berlin,Mon: 09:00 - 02:00,Turkish,Middle Eastern,Wilhelmsruher Damm 242,Wittenau,13435
"[52.59488, 13.33185]",Domino's Pizza,Restaurant,Eichborndamm 292 Wittenau 13437 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,,Eichborndamm 292,Wittenau,13437
"[52.60693, 13.36404]",Tini's Inn,Restaurant,Quickborner Straße 102 Märkisches Viertel 13439 Berlin,,,,Quickborner Straße 102 Märkisches,Viertel,13439
"[52.60311, 13.36257]",Gaststätte Trabant,Restaurant,Senftenberger Ring 34B Märkisches Viertel 13435 Berlin,,,,Senftenberger Ring 34B Märkisches,Viertel,13435
"[52.61818, 13.35431]",Landfleischers Gaststätte,Restaurant,ZabelKrügerDamm 237 Lübars 13469 Berlin,,German,,ZabelKrügerDamm 237,Lübars,13469
"[52.60973, 13.32955]",Restaurant Cristallo,Restaurant,ZabelKrügerDamm 31 Waidmannslust 13469 Berlin,Tue-Sun: 12:00 - 23:59,Pizza,Italian,ZabelKrügerDamm 31,Waidmannslust,13469
"[52.60658, 13.32454]",Bulli S Genussbox,Restaurant,Oraniendamm 69 Waidmannslust 13469 Berlin,Mon-Fri: 08:00 - 16:00,German,,Oraniendamm 69,Waidmannslust,13469
"[52.6089, 13.32703]",Romano,Restaurant,ZabelKrügerDamm 15 Waidmannslust 13469 Berlin,"Mon-Thu, Sun: 12:00 - 23:59 Fri, Sat: 12:00 - 13:00",Pizza,Italian,ZabelKrügerDamm 15,Waidmannslust,13469
"[52.6175, 13.35495]",Landhaus Alt-Lubars,Restaurant,AltLübars 1D Lübars 13469 Berlin,"Mon, Thu, Fri: 16:00 - 22:00 Sat, Sun: 12:00 - 22:00",Austrian,Swiss,AltLübars 1D,Lübars,13469
"[52.61774, 13.35322]",Restaurant Fließtal Reithalle,Restaurant,ZabelKrügerDamm 229 Lübars 13469 Berlin,,,,ZabelKrügerDamm 229,Lübars,13469
"[52.60936, 13.32845]",Restaurant & Pizzeria Malibu,Restaurant,ZabelKrügerDamm 23 Waidmannslust 13469 Berlin,,Italian,,ZabelKrügerDamm 23,Waidmannslust,13469
"[52.60759, 13.32619]",BURGER KING,Snacks/Fast food,Oraniendamm 6 Waidmannslust 13469 Berlin,"Mon-Thu: 09:00 - 01:00 Fri, Sat: 09:00 - 03:00 Sun: 10:00 - 01:00",Burgers,Hot Dogs,Oraniendamm 6,Waidmannslust,13469
"[52.61, 13.3304]",Dionysos,Restaurant,ZabelKrügerDamm 35 Waidmannslust 13469 Berlin,Mon-Sat: 12:00 - 23:30 Sun: 12:00 - 23:00,Greek,International,ZabelKrügerDamm 35,Waidmannslust,13469
"[52.61784, 13.35454]",Eisdiele Angelina,Food & Drink,AltLübars 36 Lübars 13469 Berlin,Mon-Sun: 11:00 - 21:00,Ice cream,,AltLübars 36,Lübars,13469
"[52.59395, 13.34739]",Dalmacija,Restaurant,Schorfheidestraße 23 Märkisches Viertel 13439 Berlin,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,Grill,Balkan,Schorfheidestraße 23 Märkisches,Viertel,13439
"[52.5937, 13.35699]",Krystal Restaurant,Restaurant,Teschendorfer Weg 6 Märkisches Viertel 13439 Berlin,,,,Teschendorfer Weg 6 Märkisches,Viertel,13439
"[52.597155, 13.330543]",Restaurant First Service,Restaurant,Göschenstraße 7 Wittenau 13437 Berlin,,Asian,Vietnamese,Göschenstraße 7,Wittenau,13437
"[52.59542, 13.33524]",Frank Laskowski,Restaurant,Wilhelmsruher Damm 231 Wittenau 13435 Berlin,,German,,Wilhelmsruher Damm 231,Wittenau,13435
"[52.59445, 13.33291]",Kinh Do,Restaurant,Oranienburger Straße 200 Wittenau 13437 Berlin,Mon-Fri: 11:00 - 22:00 Sun: 12:00 - 21:45,Asian,Chinese,Oranienburger Straße 200,Wittenau,13437
"[52.59082, 13.34785]",Taverna Orakel Berlin,Restaurant,Dannenwalder Weg 70 Märkisches Viertel 13439 Berlin,Mon-Sun: 12:00 - 23:00,Greek,International,Dannenwalder Weg 70 Märkisches,Viertel,13439
"[52.59388, 13.33405]",Cavallino,Restaurant,Roedernallee 89 Wittenau 13437 Berlin,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,Pizza,Italian,Roedernallee 89,Wittenau,13437
"[52.59508, 13.33276]",Pizza Friends,Restaurant,Oranienburger Straße 196 Wittenau 13437 Berlin,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 00:00",Pizza,Italian,Oranienburger Straße 196,Wittenau,13437
"[52.59542, 13.33524]",Curry Corner,Restaurant,Wilhelmsruher Damm 231 Wittenau 13435 Berlin,,German,,Wilhelmsruher Damm 231,Wittenau,13435
"[52.5937, 13.35699]",Castell,Restaurant,Teschendorfer Weg 6 Märkisches Viertel 13439 Berlin,Mon-Sun: 11:30 - 23:00,International,German,Teschendorfer Weg 6 Märkisches,Viertel,13439
"[52.59542, 13.33524]",Asiana Village,Restaurant,Wilhelmsruher Damm 231 Wittenau 13435 Berlin,"Tue-Thu, Sun: 11:00 - 21:00 Fri, Sat: 11:00 - 22:00",Asian,,Wilhelmsruher Damm 231,Wittenau,13435
"[52.59558, 13.33253]",Becerro,Restaurant,Eichborndamm 297 Wittenau 13437 Berlin,Mon-Sun: 12:00 - 23:00,Steak,,Eichborndamm 297,Wittenau,13437
"[52.59224, 13.34932]",Trattoria Dolce Vita,Restaurant,Dannenwalder Weg 87 Märkisches Viertel 13439 Berlin,Mon-Sat: 16:00 - 23:30 Sun: 12:00 - 23:30,,,Dannenwalder Weg 87 Märkisches,Viertel,13439
"[52.59391, 13.33303]",Hof-Café,Restaurant,Oranienburger Straße 203 Wittenau 13437 Berlin,Tue-Sun: 09:00 - 22:00,Brunch,German,Oranienburger Straße 203,Wittenau,13437
"[52.59409, 13.3613]",Berlin 26,Restaurant,Dannenwalder Weg 186 Märkisches Viertel 13439 Berlin,,,,Dannenwalder Weg 186 Märkisches,Viertel,13439
"[52.60759, 13.32619]",Dönermeile,Restaurant,Oraniendamm 10 Waidmannslust 13469 Berlin,,Middle Eastern,,Oraniendamm 10,Waidmannslust,13469
"[52.43219, 13.25878]",Susido Restaurant,Restaurant,Teltower Damm 26 Zehlendorf 14169 Berlin,,Asian,Japanese - Sushi,Teltower Damm 26,Zehlendorf,14169
"[52.42846, 13.25615]",Cake Artist,Restaurant,Machnower Straße 25 Zehlendorf 14165 Berlin,,American,German,Machnower Straße 25,Zehlendorf,14165
"[52.43305, 13.24264]",SUBWAY,Restaurant,Potsdamer Straße 11 Zehlendorf 14163 Berlin,"Mon-Fri: 10:00 - 21:00 Sat, Sun: 11:00 - 21:00",Sandwiches,,Potsdamer Straße 11,Zehlendorf,14163
"[52.42968, 13.25995]",Thai Cuisine,Restaurant,Teltower Damm 49 Zehlendorf 14167 Berlin,Mon-Thu: 12:00 - 22:00 Fri-Sun: 12:00 - 23:00,Seafood,Asian,Teltower Damm 49,Zehlendorf,14167
"[52.4316, 13.25934]",Curry-Station,Restaurant,Teltower Damm 35 Zehlendorf 14169 Berlin,"Mon-Fri: 10:00 - 20:00 Sat, Sun: 12:00 - 18:00",German,,Teltower Damm 35,Zehlendorf,14169
"[52.42993, 13.25988]",SUBWAY,Snacks/Fast food,Teltower Damm Zehlendorf 14167 Berlin,Mon-Fri: 09:00 - 21:00 Sat: 10:00 - 21:00 Sun: 11:00 - 21:00,Sandwiches,,Teltower Damm,Zehlendorf,14167
"[52.43021, 13.25935]",Efes Grill,Snacks/Fast food,Teltower Damm 42 Zehlendorf 14167 Berlin,"Mon-Thu: 09:00 - 01:00 Fri, Sat: 09:00 - 02:00 Sun: 10:00 - 00:00",Turkish,Middle Eastern,Teltower Damm 42,Zehlendorf,14167
"[52.43034, 13.25979]",Anneliese,Restaurant,Herbergerweg 2 Zehlendorf 14167 Berlin,Tue-Sun: 09:00 - 19:00,,,Herbergerweg 2,Zehlendorf,14167
"[52.43261, 13.23603]",Asado Steakhaus,Restaurant,Potsdamer Chaussee 8 Zehlendorf 14163 Berlin,Mon-Sun: 11:30 - 23:30,Grill,Steak,Potsdamer Chaussee 8,Zehlendorf,14163
"[52.430846, 13.259519]",Sumak,Restaurant,Teltower Damm 37 Zehlendorf 14167 Berlin,Mon-Sat: 09:00 - 00:00 Sun: 10:00 - 22:00,Middle Eastern,,Teltower Damm 37,Zehlendorf,14167
"[52.4298, 13.25928]",Goodtime,Restaurant,Teltower Damm 46 Zehlendorf 14167 Berlin,Mon-Sun: 12:00 - 23:59,Asian,Thai,Teltower Damm 46,Zehlendorf,14167
"[52.43063, 13.2592]",Asia MJ Snack,Restaurant,Teltower Damm 38 Zehlendorf 14167 Berlin,Mon-Sat: 11:00 - 22:30 Sun: 12:00 - 22:30,Mediterranean,Asian,Teltower Damm 38,Zehlendorf,14167
"[52.42864, 13.25625]",Bamboo,Restaurant,Machnower Straße 23 Zehlendorf 14165 Berlin,Tue-Sun: 12:00 - 22:00,Chinese,Asian,Machnower Straße 23,Zehlendorf,14165
