,restaurant_name,type,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,opening_hours,database
1055,Hongkong Bistro,Restaurant,asian,Potsdamer Straße 17 14513 Teltow,Potsdamer Straße,14513,17,"52.39873, 13.24804",52.39873,13.24804,Mon-Fri: 10:30 - 21:30 Sat: 12:00 - 21:30,here_maps
1056,Burgerme,Restaurant,,Bäckerstraße 4 14513 Teltow,Bäckerstraße,14513,4,"52.40145, 13.26324",52.40145,13.26324,Mon-Sun: 11:00 - 23:00,here_maps
1057,Tele Pizza,Restaurant,italian,Zehlendorfer Damm 120 14532 Kleinmachnow,Zehlendorfer Damm,14532,120,"52.40551, 13.23481",52.40551,13.23481,"Mon-Thu, Sun: 11:00 - 21:30 Fri, Sat: 11:00 - 22:30",here_maps
1058,Restaurant Athos Gastronomie,Restaurant,international,Zehlendorfer Damm 121 14532 Kleinmachnow,Zehlendorfer Damm,14532,121,"52.40583, 13.23452",52.40583,13.23452,Mon-Sat: 17:00 - 23:59 Sun: 17:00 - 23:00,here_maps
1059,Pizza Jack,Restaurant,italian,Berliner Straße 10 14513 Teltow,Berliner Straße,14513,10,"52.40108, 13.26745",52.40108,13.26745,Mon-Sun: 11:00 - 22:00,here_maps
1060,Lee Su,Restaurant,asian,Zehlendorfer Damm 120 14532 Kleinmachnow,Zehlendorfer Damm,14532,120,"52.40551, 13.23481",52.40551,13.23481,,here_maps
1061,Mac's Kebap Bistro,Snacks/Fast food,middle eastern,Zehlendorfer Damm 121 14532 Kleinmachnow,Zehlendorfer Damm,14532,121,"52.40583, 13.23452",52.40583,13.23452,,here_maps
1062,Pizza Boss,Restaurant,italian,Potsdamer Straße 87 14513 Teltow,Potsdamer Straße,14513,87,"52.40091, 13.2649",52.40091,13.2649,Mon-Sun: 11:00 - 22:00,here_maps
1063,Unami,Restaurant,asian,Oderstraße 20 14513 Teltow,Oderstraße,14513,20,"52.40434, 13.25585",52.40434,13.25585,Mon-Sun: 11:00 - 22:00,here_maps
1064,Buena Vista Restaurant,Restaurant,international,Zehlendorfer Damm 190 14532 Kleinmachnow,Zehlendorfer Damm,14532,190,"52.39933, 13.23088",52.39933,13.23088,,here_maps
1065,Restaurant Bofflamott,Restaurant,european,Marktplatz 2 14513 Teltow,Marktplatz,14513,2,"52.40271, 13.26419",52.40271,13.26419,Mon-Sun: 11:00 - 23:59,here_maps
1066,Eisbuben,Food & Drink,breakfast/dessert,Zehlendorfer Damm 121 14532 Kleinmachnow,Zehlendorfer Damm,14532,121,"52.40583, 13.23452",52.40583,13.23452,Mon-Sun: 12:00 - 20:00,here_maps
1067,Chopsticks,Restaurant,asian,Ruhlsdorfer Straße 95 14532 Stahnsdorf,Ruhlsdorfer Straße,14532,95,"52.38283, 13.24329",52.38283,13.24329,Mon-Fri: 09:00 - 20:00 Sat: 10:00 - 20:00,here_maps
1068,Kleinmachnower Grillhaus,Restaurant,,Zehlendorfer Damm 120 14532 Kleinmachnow,Zehlendorfer Damm,14532,120,"52.40551, 13.23481",52.40551,13.23481,"Mon-Fri: 10:00 - 23:00 Sat, Sun: 11:00 - 23:00",here_maps
1069,Inos Griechische Feinkost,Restaurant,,Oderstraße 29 14513 Teltow,Oderstraße,14513,29,"52.40367, 13.25243",52.40367,13.25243,Mon-Fri: 08:00 - 14:00,here_maps
1070,Restaurant Hellas,Restaurant,mediterranean,Ruhlsdorfer Straße 89 14513 Teltow,Ruhlsdorfer Straße,14513,89,"52.386235, 13.263543",52.386235,13.263543,Mon-Sun: 12:00 - 23:00,here_maps
1071,Kalidasa,Restaurant,asian,Bäckerstraße 4 14513 Teltow,Bäckerstraße,14513,4,"52.40145, 13.26324",52.40145,13.26324,Mon: 16:30 - 23:00 Tue-Sun: 11:30 - 23:00,here_maps
1072,Osteria Ballerino,Restaurant,breakfast/dessert,Ruhlsdorfer Straße 14 14532 Stahnsdorf,Ruhlsdorfer Straße,14532,14,"52.39107, 13.22564",52.39107,13.22564,Mon-Sun: 10:00 - 22:00,here_maps
1073,Dolci,Food & Drink,breakfast/dessert,KanadaAllee 10 14513 Teltow,KanadaAllee,14513,10,"52.39311, 13.27086",52.39311,13.27086,"Mon-Fri: 15:00 - 18:00 Sat, Sun: 14:00 - 18:00",here_maps
1074,Café am Neuen See,Restaurant,european,Klingelhöferstraße 2 Tiergarten 10785 Berlin,Klingelhöferstraße 2,10785,Tiergarten,"52.510275, 13.344448",52.510275,13.344448,Mon-Sun: 09:00 - 23:59,here_maps
1075,Keyfi Sefa,Restaurant,mediterranean,Altonaer Straße 20 Hansaviertel 10557 Berlin,Altonaer Straße 20,10557,Hansaviertel,"52.51849, 13.34141",52.51849,13.34141,"Mon-Thu: 14:00 - 02:00, 15:00 - 03:00, 15:00 - 03:00 Fri: 14:00 - 03:00, 15:00 - 03:00, 15:00 - 03:00 Sat: 13:00 - 03:00, 14:00 - 03:00, 14:00 - 03:00 Sun: 13:00 - 02:00, 14:00 - 03:00, 14:00 - 03:00",here_maps
1076,Art Canteen,Snacks/Fast food,mediterranean,Hanseatenweg 10 Hansaviertel 10557 Berlin,Hanseatenweg 10,10557,Hansaviertel,"52.51822, 13.34641",52.51822,13.34641,"Thu, Fri: 12:00 - 19:00 Sat, Sun: 10:00 - 19:00",here_maps
1077,Weinwirtschaft in der Akademie der Künste,Restaurant,breakfast/dessert,Hanseatenweg 10 Hansaviertel 10557 Berlin,Hanseatenweg 10,10557,Hansaviertel,"52.51822, 13.34641",52.51822,13.34641,Mon: 10:00 - 17:00 Tue-Sun: 10:00 - 19:00,here_maps
1078,Hansa-Kebab & Grillhaus,Snacks/Fast food,middle eastern,Altonaer Straße 18 Hansaviertel 10557 Berlin,Altonaer Straße 18,10557,Hansaviertel,"52.5188, 13.34198",52.5188,13.34198,,here_maps
1079,Schleusenkrug,Restaurant,european,MüllerBreslauStraße 14B Charlottenburg 10623 Berlin,MüllerBreslauStraße 14B,10623,Charlottenburg,"52.51145, 13.335195",52.51145,13.335195,"Mon-Fri: 11:00 - 00:00, 11:00 - 18:00 Sat, Sun: 10:00 - 00:00",here_maps
1080,Curry 36,Snacks/Fast food,middle eastern,Hardenbergplatz 9 Charlottenburg 10623 Berlin,Hardenbergplatz 9,10623,Charlottenburg,"52.50804, 13.33331",52.50804,13.33331,"Mon-Sat: 08:00 - 05:00, 08:00 - 23:59 Sun: 08:00 - 05:00, 08:00 - 05:00",here_maps
1081,Hugos Restaurant,Restaurant,european,Budapester Straße 2 Tiergarten 10787 Berlin,Budapester Straße 2,10787,Tiergarten,"52.50696, 13.3455",52.50696,13.3455,"Tue-Sat: 18:30 - 00:00, 18:30 - 22:30",here_maps
1082,Eisbox,Restaurant,breakfast/dessert,Elberfelder Straße 27 Moabit 10555 Berlin,Elberfelder Straße 27,10555,Moabit,"52.52218, 13.33619",52.52218,13.33619,Mon-Sun: 14:00 - 19:00,here_maps
1083,Buchkantine,Restaurant,european,Dortmunder Straße 1 Moabit 10555 Berlin,Dortmunder Straße 1,10555,Moabit,"52.52141, 13.33799",52.52141,13.33799,"Mon-Fri: 10:00 - 22:00 Sat, Sun: 10:00 - 20:00",here_maps
1084,Da Ponte,Restaurant,mediterranean,Helgoländer Ufer 7 Moabit 10557 Berlin,Helgoländer Ufer 7,10557,Moabit,"52.522, 13.34893",52.522,13.34893,Tue-Sun: 12:00 - 23:00,here_maps
1085,Carl & Sophie Spree Restaurant,Restaurant,breakfast/dessert,AltMoabit 99 Moabit 10559 Berlin,AltMoabit 99,10559,Moabit,"52.52305, 13.34606",52.52305,13.34606,Mon-Fri: 08:30 - 21:00 Sat: 08:30 - 22:00 Sun: 14:00 - 22:00,here_maps
1086,Pho - Noodlebar (am Zoo),Restaurant,asian,Hardenbergplatz 2 Charlottenburg 10623 Berlin,Hardenbergplatz 2,10623,Charlottenburg,"52.50628, 13.33338",52.50628,13.33338,Mon-Sun: 11:30 - 21:00,here_maps
1087,Waldschanke Zoo Berlin,Restaurant,european,Hardenbergplatz 8 Charlottenburg 10623 Berlin,Hardenbergplatz 8,10623,Charlottenburg,"52.50682, 13.33419",52.50682,13.33419,Mon-Sun: 10:00 - 17:00,here_maps
1088,Blend Restaurant,Restaurant,,Budapester Straße 25 Tiergarten 10787 Berlin,Budapester Straße 25,10787,Tiergarten,"52.50606, 13.3439",52.50606,13.3439,"Mon-Sun: 06:30 - 01:00, 18:00 - 23:00",here_maps
1089,Spreegold Store im Bikini Berlin,Restaurant,breakfast/dessert,Budapester Straße 50 Charlottenburg 10787 Berlin,Budapester Straße 50,10787,Charlottenburg,"52.50558, 13.33502",52.50558,13.33502,"Mon-Fri: 07:30 - 00:00, 09:00 - 23:00 Sat, Sun: 08:00 - 00:00, 09:00 - 23:00",here_maps
1090,Roca,Restaurant,,Hardenbergstraße 28 Charlottenburg 10623 Berlin,Hardenbergstraße 28,10623,Charlottenburg,"52.50562, 13.33286",52.50562,13.33286,Mon-Sun: 07:30 - 22:00,here_maps
1091,Atlantis,Restaurant,mediterranean,Stülerstraße 6 Tiergarten 10787 Berlin,Stülerstraße 6,10787,Tiergarten,"52.50837, 13.34884",52.50837,13.34884,Mon-Sun: 07:00 - 22:00,here_maps
1092,Ergun's Fischbude,Restaurant,middle eastern,Stadtbahnbogen Moabit 10557 Berlin,Stadtbahnbogen,10557,Moabit,"52.52006, 13.35778",52.52006,13.35778,Mon-Sun: 15:00 - 00:00,here_maps
1093,BURGER KING,Restaurant,,Straße des 17 Juni 100 Hansaviertel 10557 Berlin,Straße des 17 Juni 100,10557,Hansaviertel,"52.51401, 13.33749",52.51401,13.33749,"Mon-Thu, Sun: 09:00 - 01:00 Fri, Sat: 09:00 - 03:00",here_maps
1094,Jim Block Bikini,Snacks/Fast food,american,Budapester Straße Charlottenburg 10787 Berlin,Budapester Straße,10787,Charlottenburg,"52.50558, 13.33793",52.50558,13.33793,"Mon-Thu, Sun: 11:30 - 22:00 Fri, Sat: 11:30 - 23:00",here_maps
1095,Angkor Wat,Restaurant,asian,Paulstraße 22 Moabit 10557 Berlin,Paulstraße 22,10557,Moabit,"52.52041, 13.35604",52.52041,13.35604,"Tue-Fri: 18:00 - 23:00 Sat, Sun: 12:00 - 23:00",here_maps
1096,Giraffe,Restaurant,european,Klopstockstraße 2 Hansaviertel 10557 Berlin,Klopstockstraße 2,10557,Hansaviertel,"52.51475, 13.33877",52.51475,13.33877,"Mon-Sun: 08:00 - 02:00, 08:00 - 14:00",here_maps
