Coordinates,Name,Type,Address,Cuisine_1,Cuisine_2,Opening Hours,Street,Bezirk,PLZ
"[52.59445, 13.33291]",Kinh Do,Restaurant,Oranienburger Straße 200 Wittenau 13437 Berlin,Asian,Chinese,Mon-Fri: 11:00 - 22:00 Sun: 12:00 - 21:45,Oranienburger Straße 200,Wittenau,13437.0
"[52.59388, 13.33405]",Cavallino,Restaurant,Roedernallee 89 Wittenau 13437 Berlin,Pizza,Italian,Mon-Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,Roedernallee 89,Wittenau,13437.0
"[52.59508, 13.33276]",Pizza Friends,Restaurant,Oranienburger Straße 196 Wittenau 13437 Berlin,Pizza,Italian,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 00:00",Oranienburger Straße 196,Wittenau,13437.0
"[52.59542, 13.33524]",Curry Corner,Restaurant,Wilhelmsruher Damm 231 Wittenau 13435 Berlin,German,,,Wilhelmsruher Damm 231,Wittenau,13435.0
"[52.59542, 13.33524]",Asiana Village,Restaurant,Wilhelmsruher Damm 231 Wittenau 13435 Berlin,Asian,,"Tue-Thu, Sun: 11:00 - 21:00 Fri, Sat: 11:00 - 22:00",Wilhelmsruher Damm 231,Wittenau,13435.0
"[52.59558, 13.33253]",Becerro,Restaurant,Eichborndamm 297 Wittenau 13437 Berlin,Steak,,Mon-Sun: 12:00 - 23:00,Eichborndamm 297,Wittenau,13437.0
"[52.59391, 13.33303]",Hof-Café,Restaurant,Oranienburger Straße 203 Wittenau 13437 Berlin,Brunch,German,Tue-Sun: 09:00 - 22:00,Oranienburger Straße 203,Wittenau,13437.0
"[52.60759, 13.32619]",Dönermeile,Restaurant,Oraniendamm 10 Waidmannslust 13469 Berlin,Middle Eastern,,,Oraniendamm 10,Waidmannslust,13469.0
"[52.43305, 13.24264]",SUBWAY,Restaurant,Potsdamer Straße 11 Zehlendorf 14163 Berlin,Sandwiches,,"Mon-Fri: 10:00 - 21:00 Sat, Sun: 11:00 - 21:00",Potsdamer Straße 11,Zehlendorf,14163.0
"[52.43261, 13.23603]",Asado Steakhaus,Restaurant,Potsdamer Chaussee 8 Zehlendorf 14163 Berlin,Grill,Steak,Mon-Sun: 11:30 - 23:30,Potsdamer Chaussee 8,Zehlendorf,14163.0
"[52.4298, 13.25928]",Goodtime,Restaurant,Teltower Damm 46 Zehlendorf 14167 Berlin,Asian,Thai,Mon-Sun: 12:00 - 23:59,Teltower Damm 46,Zehlendorf,14167.0
"[52.42811, 13.23779]",Derby Klause,Restaurant,RobertvonOstertagStraße 30 Zehlendorf 14163 Berlin,German,European,Mon-Sat: 12:00 - 23:59 Sun: 12:00 - 22:00,RobertvonOstertagStraße 30,Zehlendorf,14163.0
"[52.42029, 13.25563]",Berlin Bite,Food & Drink,Urbanstraße Zehlendorf 14165 Berlin,,,,Urbanstraße,Zehlendorf,14165.0
"[52.41701, 13.25042]",El Bandito,Restaurant,Siepesteig 18 Zehlendorf 14165 Berlin,Mexican,,"Mon-Thu, Sun: 12:00 - 12:00 Fri, Sat: 12:00 - 13:00",Siepesteig 18,Zehlendorf,14165.0
"[52.43161, 13.23134]",Rossosiena,Restaurant,Potsdamer Chaussee 15 Zehlendorf 14163 Berlin,German,European,Tue-Sun: 12:00 - 23:59,Potsdamer Chaussee 15,Zehlendorf,14163.0
"[52.41698, 13.26524]",Cavos-Restaurant-Cafe-Winebar,Restaurant,Teltower Damm 188 Zehlendorf 14167 Berlin,,,"Mon-Fri: 11:30 - 23:30 Sat, Sun: 12:00 - 12:00",Teltower Damm 188,Zehlendorf,14167.0
"[52.41698, 13.26524]",Sirtakias,Restaurant,Teltower Damm 188 Zehlendorf 14167 Berlin,International,,Mon: 12:30 - 12:00 Tue-Sun: 12:00 - 12:00,Teltower Damm 188,Zehlendorf,14167.0
"[52.41935, 13.26525]",La Sila,Restaurant,Teltower Damm 161 Zehlendorf 14167 Berlin,Italian,,,Teltower Damm 161,Zehlendorf,14167.0
"[52.41991, 13.2256]",Ristorante Noi2due,Restaurant,KarlMarxStraße 2 14532 Kleinmachnow,Mediterranean,Pizza,,KarlMarxStraße,2,14532.0
"[52.43048, 13.23045]",Trattoria Piazza Siciliana,Restaurant,Lindenthaler Allee 46 Zehlendorf 14163 Berlin,,,Mon-Sat: 17:00 - 00:00 Sun: 12:00 - 00:00,Lindenthaler Allee 46,Zehlendorf,14163.0
"[52.416628, 13.265448]",Royal Greek,Restaurant,Teltower Damm Zehlendorf 14167 Berlin,Greek,,,Teltower Damm,Zehlendorf,14167.0
"[52.43454, 13.24979]",Brotzeit-Bistro,Restaurant,Potsdamer Straße 34 Zehlendorf 14163 Berlin,German,,,Potsdamer Straße 34,Zehlendorf,14163.0
"[52.43148, 13.23102]",Rossopiena,Restaurant,Potsdamer Chaussee 15A Zehlendorf 14163 Berlin,Italian,,Mon-Sun: 12:00 - 00:00,Potsdamer Chaussee 15A,Zehlendorf,14163.0
"[52.41935, 13.26525]",Gedicht 161,Restaurant,Teltower Damm 161 Zehlendorf 14167 Berlin,Mediterranean,European,"Tue-Sat: 17:00 - 00:00, 17:00 - 00:00 Sun: 12:00 - 23:00",Teltower Damm 161,Zehlendorf,14167.0
"[52.39285, 13.28942]",Teltow Grillhaus,Restaurant,Gartenstraße 1 14513 Teltow,,,,Gartenstraße,1,14513.0
"[52.39795, 13.2879]",Zum Weißen Kakadu,Restaurant,Feldstraße 34 14513 Teltow,German,,"Tue, Wed: 11:30 - 18:00 Thu-Sat: 10:00 - 19:00 Sun: 10:00 - 18:00",Feldstraße,34,14513.0
"[52.57303, 13.49627]",Bao Feng,Restaurant,Zingster Straße 58A NeuHohenschönhausen 13051 Berlin,Chinese - Cantonese,Asian,,Zingster Straße 58A,NeuHohenschönhausen,13051.0
"[52.57153, 13.49975]",Dolce Vita Steinofenpizza Berlin,Restaurant,Ribnitzer Straße 10 NeuHohenschönhausen 13051 Berlin,Pizza,,,Ribnitzer Straße 10,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Ristaurante Pizzeria Rossini,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Italian,,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.56585, 13.50357]","Pizzafabrik, Deutscher Pizza-Bringdienst",Snacks/Fast food,Zingster Straße 14 NeuHohenschönhausen 13051 Berlin,Pizza,Burgers,,Zingster Straße 14,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Eisdealer im Riz - Berlin-Hohenschönhausen,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Ice cream,,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Restaurant Amore Mio,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,,,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.56942, 13.49657]",Pizzeria Yasmin,Restaurant,Ribnitzer Straße 17A NeuHohenschönhausen 13051 Berlin,Pizza,Italian,Mon-Sun: 11:00 - 22:45,Ribnitzer Straße 17A,NeuHohenschönhausen,13051.0
"[52.56942, 13.49657]",Asia-Thai Imbiss,Restaurant,Ribnitzer Straße 17 NeuHohenschönhausen 13051 Berlin,Asian,Chinese,,Ribnitzer Straße 17,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Chi Tien / Seven Day,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Asian,,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.57433, 13.50965]",Sportsbar Mc Metin,Restaurant,Rostocker Straße 15 NeuHohenschönhausen 13059 Berlin,,,,Rostocker Straße 15,NeuHohenschönhausen,13059.0
"[52.56689, 13.49984]",Barnim Quell,Bar/Pub,Zingster Straße 23 NeuHohenschönhausen 13051 Berlin,German,,Mon-Sun: 10:00 - 12:00,Zingster Straße 23,NeuHohenschönhausen,13051.0
"[52.58149, 13.48266]",Pizzafabrik,Eat & Drink,Dorfstraße 29 Malchow 13051 Berlin,Pizza,,,Dorfstraße 29,Malchow,13051.0
"[52.5775, 13.48356]",Wirtshaus Malchow,Restaurant,Dorfstraße 11 Malchow 13051 Berlin,German,,Mon-Sun: 11:00 - 22:00,Dorfstraße 11,Malchow,13051.0
"[52.57799, 13.4835]",Der Fischer vom Muggelsee,Restaurant,Dorfstraße 13 Malchow 13051 Berlin,,,,Dorfstraße 13,Malchow,13051.0
"[52.56998, 13.49625]",Panda,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Asian,Thai,Mon-Thu: 11:00 - 22:00 Fri-Sun: 11:00 - 23:00,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Aladin Bistro Firat,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Middle Eastern,,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.56998, 13.49625]",Mac's 63,Restaurant,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin,Middle Eastern,Asian,,Ribnitzer Straße 24,NeuHohenschönhausen,13051.0
"[52.5775, 13.48356]",Fleischerei Malchow,Food & Drink,Dorfstraße 11 Malchow 13051 Berlin,German,,Mon-Fri: 08:00 - 18:00 Sat: 07:30 - 12:00,Dorfstraße 11,Malchow,13051.0
"[52.57518, 13.51112]",Cafe Julchen,Restaurant,ErnstBarlachStraße 9 NeuHohenschönhausen 13059 Berlin,German,,,ErnstBarlachStraße 9,NeuHohenschönhausen,13059.0
"[52.5692, 13.49607]",Mandy's Gemüse Döner,Restaurant,Ribnitzer Straße 21 NeuHohenschönhausen 13051 Berlin,Middle Eastern,,,Ribnitzer Straße 21,NeuHohenschönhausen,13051.0
"[52.56892, 13.51818]",Domino's Pizza,Restaurant,Grevesmühlener Straße 30 NeuHohenschönhausen 13059 Berlin,Pizza,,Mon-Sun: 11:00 - 23:00,Grevesmühlener Straße 30,NeuHohenschönhausen,13059.0
"[52.565, 13.50629]",Chidoba Mexican Grill,Restaurant,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,American,Hot Dogs,Mon-Sat: 09:30 - 20:00,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.56088, 13.49931]",Kangaroo's Land,Sport Facility/Venue,Hansastraße 236 AltHohenschönhausen 13051 Berlin,,,"Mon: 10:00 - 13:00, 15:00 - 23:00 Tue, Sun: 09:00 - 23:00 Wed, Thu: 10:00 - 23:00 Fri: 10:00 - 02:00, 10:00 - 02:00, 10:00 - 02:00 Sat: 10:00 - 02:00, 11:00 - 02:00, 11:00 - 02:00",Hansastraße 236,AltHohenschönhausen,13051.0
"[52.57508, 13.51832]",Aashirvad,Restaurant,Lindenberger Straße 2 Wartenberg 13059 Berlin,Asian,Indian,"Mon-Thu, Sun: 11:30 - 23:00 Fri, Sat: 11:30 - 00:00",Lindenberger Straße 2,Wartenberg,13059.0
"[52.564394, 13.505766]",Eis Cafe Florenz,Coffee/Tea,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,,,Mon-Sat: 09:30 - 20:00,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.56568, 13.50325]",Germanenhof,Restaurant,Zingster Straße 12 NeuHohenschönhausen 13051 Berlin,German,,"Mon-Thu, Sun: 15:00 - 00:00 Fri, Sat: 15:00 - 02:00",Zingster Straße 12,NeuHohenschönhausen,13051.0
"[52.56315, 13.51077]",Philip Krohn,Restaurant,Rotkamp 39 NeuHohenschönhausen 13053 Berlin,,,,Rotkamp 39,NeuHohenschönhausen,13053.0
"[52.56892, 13.51818]",Hallo Pizza,Restaurant,Grevesmühlener Straße 30 NeuHohenschönhausen 13059 Berlin,Pizza,,Mon-Sun: 11:30 - 23:00,Grevesmühlener Straße 30,NeuHohenschönhausen,13059.0
"[52.56478, 13.50578]",Thai Nippon,Restaurant,Prerower Platz 2 NeuHohenschönhausen 13051 Berlin,Asian,Japanese - Sushi,,Prerower Platz 2,NeuHohenschönhausen,13051.0
"[52.565, 13.50629]",BURGER KING,Snacks/Fast food,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,Burgers,Hot Dogs,,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.56773, 13.51544]",Antalya Döner,Restaurant,Falkenberger Chaussee 91 NeuHohenschönhausen 13059 Berlin,Middle Eastern,,,Falkenberger Chaussee 91,NeuHohenschönhausen,13059.0
"[52.56825, 13.51434]",Berliner Bierstube Alte Zeiten,Restaurant,Grevesmühlener Straße 10 NeuHohenschönhausen 13059 Berlin,German,,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 11:00 - 23:00",Grevesmühlener Straße 10,NeuHohenschönhausen,13059.0
"[52.561142, 13.499946]",Alanya Grill,Restaurant,Hansastraße 246 AltHohenschönhausen 13051 Berlin,Turkish,Middle Eastern,,Hansastraße 246,AltHohenschönhausen,13051.0
"[52.56556, 13.50534]",Pizzeria la Rosa,Restaurant,Wustrower Straße 1 NeuHohenschönhausen 13051 Berlin,,,Mon-Sat: 09:00 - 20:00,Wustrower Straße 1,NeuHohenschönhausen,13051.0
"[52.56863, 13.51771]",Croatia,Restaurant,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin,Middle Eastern,Steak,,Falkenberger Chaussee 101,NeuHohenschönhausen,13059.0
"[52.565, 13.50629]",Cocos,Restaurant,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,Asian,Japanese - Sushi,Mon-Sat: 10:00 - 20:00,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.565, 13.50629]",SUBWAY,Restaurant,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,Sandwiches,,Mon-Sat: 09:30 - 20:00,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.565, 13.50629]",Nordsee,Restaurant,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin,Seafood,,Mon-Sat: 09:30 - 20:00,Prerower Platz 1,NeuHohenschönhausen,13051.0
"[52.56088, 13.49931]",Nnq2-Asiatische Küche,Restaurant,Hansastraße 236 AltHohenschönhausen 13051 Berlin,Asian,Vietnamese,,Hansastraße 236,AltHohenschönhausen,13051.0
"[52.56746, 13.51408]",Hung Asia - Koch mit Herz,Restaurant,EgonErwinKischStraße 106 NeuHohenschönhausen 13059 Berlin,Asian,,,EgonErwinKischStraße 106,NeuHohenschönhausen,13059.0
"[52.56156, 13.49265]",Kleingartenanlage Feldtmannsburg,Recreation,Feldtmannstraße AltHohenschönhausen 13051 Berlin,,,,Feldtmannstraße,AltHohenschönhausen,13051.0
"[52.56137, 13.49927]",Mac's Bistro,Snacks/Fast food,Hansastraße 249 AltHohenschönhausen 13051 Berlin,Middle Eastern,Hot Dogs,,Hansastraße 249,AltHohenschönhausen,13051.0
"[52.56795, 13.51229]",Macs Deluxe,Restaurant,EgonErwinKischStraße 98 NeuHohenschönhausen 13059 Berlin,,,,EgonErwinKischStraße 98,NeuHohenschönhausen,13059.0
"[52.56859, 13.51794]",Steakhaus Don Castillo,Restaurant,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin,Pizza,Spanish,Mon-Sun: 09:00 - 22:00,Falkenberger Chaussee 101,NeuHohenschönhausen,13059.0
"[52.56497, 13.50407]",Kebap House,Restaurant,Zingster Straße 4 NeuHohenschönhausen 13051 Berlin,Middle Eastern,,"Mon-Fri: 10:00 - 01:00 Sat, Sun: 10:00 - 02:00",Zingster Straße 4,NeuHohenschönhausen,13051.0
"[52.56381, 13.50526]",Bobby&Fritz,Restaurant,Prerower Platz 3 NeuHohenschönhausen 13051 Berlin,German,,Mon-Sat: 09:00 - 20:00,Prerower Platz 3,NeuHohenschönhausen,13051.0
"[52.56859, 13.51794]",Jamal Shalai Restaurant,Restaurant,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin,,,Mon-Sun: 11:30 - 22:00,Falkenberger Chaussee 101,NeuHohenschönhausen,13059.0
"[52.54058, 13.35123]",Chamelion Coffee,Coffee/Tea,Torfstraße 25 Wedding 13353 Berlin,Mediterranean,International,Mon-Fri: 08:00 - 18:00 Sat: 10:00 - 16:00 Sun: 11:00 - 16:00,Torfstraße 25,Wedding,13353.0
"[52.54156, 13.35068]",Hanoi St. 16,Restaurant,Torfstraße 16 Wedding 13353 Berlin,Asian,Fusion,"Mon, Tue, Thu-Sat: 12:00 - 23:00 Sun: 09:00 - 23:00",Torfstraße 16,Wedding,13353.0
"[52.54137, 13.35093]",Spazio,Restaurant,Torfstraße 15 Wedding 13353 Berlin,Brunch,Mediterranean,Wed-Sun: 14:00 - 22:00,Torfstraße 15,Wedding,13353.0
"[52.54869, 13.34496]",Studio 7 Panketal,Coffee/Tea,Guineastraße 7 Wedding 13351 Berlin,European,,"Tue-Thu: 19:00 - 23:30 Fri, Sat: 19:00 - 01:00",Guineastraße 7,Wedding,13351.0
"[52.54754, 13.35407]",Corallo,Restaurant,Ostender Straße 5 Wedding 13353 Berlin,,,Mon-Sun: 11:30 - 23:59,Ostender Straße 5,Wedding,13353.0
"[52.54792, 13.34938]",Vagabund Brauerei,Bar/Pub,Antwerpener Straße 3 Wedding 13353 Berlin,Brewpub,,"Mon-Thu: 17:00 - 01:00 Fri: 17:00 - 02:00 Sat: 13:00 - 02:00 Sun: 13:00 - 01:00, 13:00 - 01:00, 13:00 - 01:00",Antwerpener Straße 3,Wedding,13353.0
"[52.54156, 13.35068]",Dazwischen,Restaurant,Torfstraße 16 Wedding 13353 Berlin,Brunch,German,"Mon-Fri: 08:00 - 00:00, 08:00 - 00:00 Sat, Sun: 08:00 - 00:00, 08:00 - 00:00, 09:00 - 23:59",Torfstraße 16,Wedding,13353.0
"[52.54672, 13.34933]",Indian Curry,Restaurant,Brüsseler Straße 17 Wedding 13353 Berlin,Asian,Indian,Mon-Sun: 11:30 - 12:00,Brüsseler Straße 17,Wedding,13353.0
"[52.54167, 13.34937]",Baguetterie,Restaurant,Föhrer Straße 12 Wedding 13353 Berlin,Sandwiches,,Mon-Fri: 06:00 - 16:00 Sun: 08:00 - 12:00,Föhrer Straße 12,Wedding,13353.0
"[52.5468, 13.35006]",Java House,Restaurant,Brüsseler Straße 42 Wedding 13353 Berlin,Asian,Chinese,Mon-Sun: 01:00 - 21:00,Brüsseler Straße 42,Wedding,13353.0
"[52.54084, 13.35087]",Thai Son,Restaurant,Torfstraße 23 Wedding 13353 Berlin,Asian,Thai,Mon-Fri: 11:00 - 22:00 Sun: 12:00 - 22:00,Torfstraße 23,Wedding,13353.0
"[52.5415, 13.34999]",Kubi,Restaurant,Torfstraße 18 Wedding 13353 Berlin,Asian,Vietnamese,Mon-Fri: 11:00 - 22:00 Sun: 12:00 - 22:00,Torfstraße 18,Wedding,13353.0
"[52.54654, 13.34956]",L'Escargot,Restaurant,Brüsseler Straße 39 Wedding 13353 Berlin,,,Mon: 17:00 - 23:59 Tue-Sat: 17:00 - 23:00 Sun: 17:00 - 22:00,Brüsseler Straße 39,Wedding,13353.0
"[52.54899, 13.35006]",See-Tank,Restaurant,Seestraße 37 Wedding 13353 Berlin,German,,,Seestraße 37,Wedding,13353.0
"[52.54854, 13.34753]",Ristorante Galleria,Restaurant,Seestraße 107 Wedding 13353 Berlin,Italian,,,Seestraße 107,Wedding,13353.0
"[52.54172, 13.34958]",Didim Grill Berlin,Restaurant,Föhrer Straße 13 Wedding 13353 Berlin,Middle Eastern,,,Föhrer Straße 13,Wedding,13353.0
"[52.54156, 13.34883]",Butt's Spicy Kitchen,Restaurant,Föhrer Straße 10 Wedding 13353 Berlin,Asian,Indian,,Föhrer Straße 10,Wedding,13353.0
"[52.54711, 13.35128]",Klein Zaches,Restaurant,Antwerpener Straße 43 Wedding 13353 Berlin,German,,Mon-Sun: 17:00 - 04:00,Antwerpener Straße 43,Wedding,13353.0
"[52.54163, 13.34914]",My Chicken Center Grillhänchen Döner,Restaurant,Föhrer Straße 11 Wedding 13353 Berlin,Middle Eastern,,,Föhrer Straße 11,Wedding,13353.0
"[52.54195, 13.35073]",Don Pasquale,Restaurant,Triftstraße 38 Wedding 13353 Berlin,Pizza,Italian,"Mon, Fri: 12:00 - 23:59 Sat, Sun: 16:00 - 23:59",Triftstraße 38,Wedding,13353.0
"[52.54883, 13.35292]",Caligo Lounge,Going Out,Brüsseler Straße 3 Wedding 13353 Berlin,,,,Brüsseler Straße 3,Wedding,13353.0
"[52.5482, 13.35191]",Smack Grill House,Snacks/Fast food,Brüsseler Straße 6 Wedding 13353 Berlin,Middle Eastern,Hot Dogs,"Mon-Thu, Sun: 09:00 - 02:00 Fri, Sat: 09:00 - 03:00",Brüsseler Straße 6,Wedding,13353.0
"[52.5414, 13.34861]",Tropical Bar Berlin,Bar/Pub,Föhrer Straße 9 Wedding 13353 Berlin,,,,Föhrer Straße 9,Wedding,13353.0
"[52.5482, 13.35191]",Non-Stop,Business & Services,Brüsseler Straße 6 Wedding 13353 Berlin,,,,Brüsseler Straße 6,Wedding,13353.0
"[52.54672, 13.34933]",Safran Lieferservice Berlin,Restaurant,Brüsseler Straße 17 Wedding 13353 Berlin,Asian,Indian,,Brüsseler Straße 17,Wedding,13353.0
"[52.54163, 13.34914]",Spice,Restaurant,Föhrer Straße 11 Wedding 13353 Berlin,Asian,Vietnamese,"Mon-Fri, Sun: 11:00 - 22:00",Föhrer Straße 11,Wedding,13353.0
"[52.54053, 13.34935]",Eiskult Wedding,Coffee/Tea,Fehmarner Straße 20 Wedding 13353 Berlin,Spanish,Ice cream,Mon-Sun: 12:00 - 19:00,Fehmarner Straße 20,Wedding,13353.0
"[52.54167, 13.34976]",Uni Burger,Snacks/Fast food,Torfstraße 17 Wedding 13353 Berlin,Burgers,,,Torfstraße 17,Wedding,13353.0
"[52.54878, 13.35445]",Pizza Miranda,Restaurant,Müllerstraße 142 Wedding 13353 Berlin,,,,Müllerstraße 142,Wedding,13353.0
"[52.54856, 13.35302]",Köfteci Musti,Restaurant,Brüsseler Straße 51 Wedding 13353 Berlin,Turkish,Hot Dogs,Mon-Sun: 10:00 - 00:00,Brüsseler Straße 51,Wedding,13353.0
"[52.54891, 13.35174]",Salone Market,Coffee/Tea,Genter Straße 66 Wedding 13353 Berlin,African,,,Genter Straße 66,Wedding,13353.0
"[52.54509, 13.34276]",Taverna Korfu,Restaurant,Seestraße 13 Wedding 13353 Berlin,Greek,,,Seestraße 13,Wedding,13353.0
"[52.549, 13.35407]",Bio Company,Food & Drink,Müllerstraße 141 Wedding 13353 Berlin,,,,Müllerstraße 141,Wedding,13353.0
"[52.54618, 13.34887]",Spinner und Weber,Restaurant,Brüsseler Straße 37 Wedding 13353 Berlin,,,,Brüsseler Straße 37,Wedding,13353.0
"[52.549, 13.35407]",Pizza la Rosa,Restaurant,Müllerstraße 141 Wedding 13353 Berlin,Pizza,Italian,Mon-Sun: 08:00 - 12:00,Müllerstraße 141,Wedding,13353.0
"[52.55055, 13.35953]",Tassenkuchen,Restaurant,Malplaquetstraße 33 Wedding 13347 Berlin,American,,Mon-Sun: 10:30 - 19:00,Malplaquetstraße 33,Wedding,13347.0
"[52.55143, 13.35866]",Schrader’s,Restaurant,Malplaquetstraße 16 Wedding 13347 Berlin,Brunch,International,Tue-Sat: 15:00 - 12:00 Sun: 10:00 - 17:00,Malplaquetstraße 16,Wedding,13347.0
"[52.54888, 13.36083]",Gangnam,Restaurant,Nazarethkirchstraße 45 Wedding 13347 Berlin,Asian,Korean,Tue-Sat: 17:00 - 23:00 Sun: 18:00 - 23:00,Nazarethkirchstraße 45,Wedding,13347.0
"[52.54945, 13.36151]",Lino's Barbecue,Restaurant,Malplaquetstraße 43 Wedding 13347 Berlin,American,Grill,"Wed-Fri: 17:00 - 22:30 Sat, Sun: 15:00 - 22:30",Malplaquetstraße 43,Wedding,13347.0
"[52.55347, 13.34421]",Chin Chin Weinstudio,Restaurant,Transvaalstraße 43 Wedding 13351 Berlin,,,,Transvaalstraße 43,Wedding,13351.0
"[52.54726, 13.3581]",Fedora Berliner Eismanufaktur,Food & Drink,Müllerstraße 28 Wedding 13353 Berlin,Ice cream,,"Mon-Thu: 12:00 - 22:00 Fri, Sat: 12:00 - 23:00 Sun: 12:00 - 22:30",Müllerstraße 28,Wedding,13353.0
"[52.54613, 13.3601]",Lebuffet,Restaurant,Müllerstraße 25 Wedding 13353 Berlin,International,,Mon-Sat: 10:00 - 20:00,Müllerstraße 25,Wedding,13353.0
"[52.54596, 13.35945]",BURGER KING,Snacks/Fast food,Müllerstraße 153 Wedding 13353 Berlin,Burgers,,,Müllerstraße 153,Wedding,13353.0
"[52.55037, 13.35265]",Saray Restaurant,Restaurant,Seestraße 45 Wedding 13347 Berlin,Turkish,International,Mon-Sun: 09:00 - 12:00,Seestraße 45,Wedding,13347.0
"[52.54186, 13.35601]",Aman,Restaurant,Sprengelstraße 39 Wedding 13353 Berlin,Greek,,,Sprengelstraße 39,Wedding,13353.0
"[52.55018, 13.35294]",Chotto Asian,Snacks/Fast food,Müllerstraße 40B Wedding 13353 Berlin,Asian,Thai,,Müllerstraße 40B,Wedding,13353.0
"[52.54629, 13.3586]",Pamfilya,Restaurant,Luxemburger Straße 1 Wedding 13353 Berlin,Mediterranean,Middle Eastern,Mon-Sun: 09:00 - 23:30,Luxemburger Straße 1,Wedding,13353.0
"[52.54966, 13.35133]",Lei's Küche,Snacks/Fast food,Seestraße 41 Wedding 13353 Berlin,Asian,Chinese,,Seestraße 41,Wedding,13353.0
"[52.55046, 13.3492]",Fredericks Cafe & Bar,Bar/Pub,Lüderitzstraße 10 Wedding 13351 Berlin,German,,"Mon: 14:00 - 14:00, 15:00 - 14:00 Tue-Fri: 15:00 - 14:00, 15:00 - 14:00 Sat: 16:00 - 14:00, 16:00 - 14:00 Sun: 16:00 - 13:00, 16:00 - 13:00",Lüderitzstraße 10,Wedding,13351.0
"[52.54186, 13.35601]",Cozymazu,Restaurant,Sprengelstraße 39 Wedding 13353 Berlin,Asian,Chinese - Taiwanese,"Mon: 14:00 - 22:00 Tue-Fri: 12:00 - 22:00 Sat, Sun: 10:00 - 22:00",Sprengelstraße 39,Wedding,13353.0
"[52.54767, 13.35641]",Coffee Star,Food & Drink,Müllerstraße 146 Wedding 13353 Berlin,,,Mon-Fri: 08:00 - 19:30 Sat: 10:00 - 16:00,Müllerstraße 146,Wedding,13353.0
"[52.539705, 13.352553]",Deichgraf,Restaurant,Nordufer 10 Wedding 13353 Berlin,Brunch,German,Mon-Sun: 09:00 - 00:00,Nordufer 10,Wedding,13353.0
"[52.54425, 13.35939]",Konya Gözleme,Restaurant,Triftstraße 8 Wedding 13353 Berlin,,,,Triftstraße 8,Wedding,13353.0
"[52.54966, 13.36202]",Motte,Coffee/Tea,Nazarethkirchstraße 40 Wedding 13347 Berlin,Mediterranean,German,"Tue-Fri: 12:00 - 20:00 Sat, Sun: 10:30 - 20:00",Nazarethkirchstraße 40,Wedding,13347.0
"[52.54646, 13.35916]",The Coffee MAN,Restaurant,Leopoldplatz Wedding 13347 Berlin,,,,Leopoldplatz,Wedding,13347.0
"[52.54406, 13.36036]",Osteria bei Pino,Restaurant,Willdenowstraße 12 Wedding 13353 Berlin,Mediterranean,Pizza,Mon-Sat: 17:00 - 12:00 Sun: 12:00 - 12:00,Willdenowstraße 12,Wedding,13353.0
"[52.54613, 13.3601]",Alles Perfetto bei Petersen,Snacks/Fast food,Müllerstraße 25 Wedding 13353 Berlin,,,Mon-Sat: 09:00 - 20:00 Sun: 00:00 - 00:00,Müllerstraße 25,Wedding,13353.0
"[52.54507, 13.3623]",La Fiamma Pizza Döner,Restaurant,Gerichtstraße 46 Wedding 13347 Berlin,,,,Gerichtstraße 46,Wedding,13347.0
